,CXSMILES,HLM,Molecule Name,Set,hlm_value_unscaled,hlm_value_unscaled_log10,hlm_value_scaled_high,hlm_value_scaled_low,hlm_value_scaled_log10_high,hlm_value_scaled_log10_low,dataset,data_year
85,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=C(F)C=C23)=NO1,12.5,ASAP-0016445,Train,12.5,1.130333768495006,12.85,10.5,1.1414497734004674,1.0606978403536116,openadmet_polaris,2025
86,O=C1C2=CC=CC=C2[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC1=CC=C2OCOC2=C1 |&1:8|,421.0,ASAP-0016345,Train,421.0,2.625312450961674,432.788,353.64,2.6372775338333927,2.5497877182912783,openadmet_polaris,2025
87,NCC1=CC=CC(CNC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1 |&1:11|,3.89,ASAP-0016386,Train,3.89,0.6893088591236203,3.99892,3.2676,0.6988761865952469,0.6301837064568026,openadmet_polaris,2025
88,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C(C2CCC2)C2CCC2)=C1 |&1:10|,12.6,ASAP-0016242,Train,12.6,1.1335389083702174,12.9528,10.584,1.144661369081111,1.0638585488530716,openadmet_polaris,2025
89,C1=CC=C2SC(C3CCN(CC4=CNC5=CC=CC=C45)CC3)=NC2=C1,38.1,ASAP-0016236,Train,38.1,1.5921767573958667,39.1668,32.004,1.6038672338302657,1.518566578443118,openadmet_polaris,2025
90,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC(Cl)=CC=C12,11.4,ASAP-0016130,Train,11.4,1.0934216851622351,11.7192,9.576,1.1044597963350657,1.024321442141565,openadmet_polaris,2025
91,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2CCCCC2)=C1 |&1:10|,5.29,ASAP-0016121,Train,5.29,0.798650645445269,5.4381200000000005,4.4436,0.8087590672318776,0.7358862054043565,openadmet_polaris,2025
92,CC1=NOC(CCCOC2=C(C)C=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=C1,11.6,ASAP-0016304,Train,11.6,1.100370545117563,11.9248,9.744,1.1114238314898943,1.031165999660659,openadmet_polaris,2025
93,COC1=CC=CC=C1NC(=O)NC1=CNC(=O)C2=CC=CC=C12,16.5,ASAP-0015912,Train,16.5,1.2430380486862944,16.962,13.86,1.2543546920531665,1.1720188094245565,openadmet_polaris,2025
94,CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,71.3,ASAP-0015925,Train,71.3,1.8591382972945307,73.2964,59.891999999999996,1.8709677707186825,1.7845602387071622,openadmet_polaris,2025
95,"C[C@H](C(=O)O)[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |o1:1,5|",3.0,ASAP-0014722,Train,3.0,0.6020599913279624,3.084,2.52,0.6110857334148726,0.5465426634781311,openadmet_polaris,2025
96,"CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCC1=CC=C(CN)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1 |&1:4,&2:16|",56.0,ASAP-0015892,Train,56.0,1.7558748556724915,57.568,47.04,1.7676603938453739,1.6816029987308685,openadmet_polaris,2025
97,O=C(O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,155.0,ASAP-0015682,Train,155.0,2.1931245983544616,159.34,130.2,2.2050418792613695,2.1179338350396413,openadmet_polaris,2025
98,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |o1:6|,2.0,ASAP-0015381,Train,2.0,0.47712125471966244,2.056,1.68,0.48515334990365233,0.4281347940287888,openadmet_polaris,2025
99,C1=CC=C2C(CN3CCC(C4=CNC5=CC=CN=C45)CC3)=CNC2=C1,16.0,ASAP-0015396,Train,16.0,1.2304489213782739,16.448,13.44,1.2417456525706438,1.1595671932336202,openadmet_polaris,2025
100,COC1=CC(CC2=C(C)ON=C2C2=CC=C(F)C=C2)=NC(N2CCNCC2)=N1,15.0,ASAP-0015355,Train,15.0,1.2041199826559248,15.42,12.6,1.215373152783422,1.1335389083702174,openadmet_polaris,2025
101,NCC1=CC=CC(NC(=O)[C@@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1 |a:10|,11.0,ASAP-0015367,Train,11.0,1.0791812460476249,11.308,9.24,1.0901874875754207,1.0102999566398119,openadmet_polaris,2025
102,NC1=NN=C2C=CC(C3=CC=C4NC(=O)CNC4=C3)=CN12,15.6,ASAP-0015169,Train,15.6,1.2201080880400552,16.0368,13.104,1.2313880251225435,1.1493422992912656,openadmet_polaris,2025
103,CNC(=O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,106.0,ASAP-0014994,Train,106.0,2.0293837776852097,108.968,89.03999999999999,2.0412663265649846,1.9544354863284823,openadmet_polaris,2025
104,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,4.11,ASAP-0014913,Train,4.11,0.7084209001347127,4.22508,3.4524000000000004,0.7180929442170774,0.6485941740789319,openadmet_polaris,2025
105,O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,167.0,ASAP-0012944,Train,167.0,2.225309281725863,171.67600000000002,140.28,2.237231979768524,2.1500806862334936,openadmet_polaris,2025
106,CC1=NC=CN1C[C@H](C)CNC(=O)C1=CC=C2COB(O)C2=C1 |&1:7|,1.0,ASAP-0014807,Train,1.0,0.3010299956639812,1.028,0.84,0.3070679506612984,0.26481782300953643,openadmet_polaris,2025
107,"C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1 |&1:1,&2:5|",8.0,ASAP-0014822,Train,8.0,0.9542425094393249,8.224,6.72,0.9649192942866426,0.8876173003357362,openadmet_polaris,2025
108,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1 |&1:6|,14.0,ASAP-0014818,Train,14.0,1.1760912590556813,14.392,11.76,1.1872950546937378,1.1058506743851435,openadmet_polaris,2025
109,O=C(C1=CC=C2COB(O)C2=C1)N1CCN[C@H](C2=CC=CC=C2)C1 |&1:16|,4.0,ASAP-0014817,Train,4.0,0.6989700043360189,4.112,3.36,0.7085908451503438,0.639486489268586,openadmet_polaris,2025
110,O=C(C[C@H]1CCN2C=NC=C2C1)NC1=CC=CC(B(O)O)=C1 |&1:3|,8.0,ASAP-0014813,Train,8.0,0.9542425094393249,8.224,6.72,0.9649192942866426,0.8876173003357362,openadmet_polaris,2025
111,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,9.69,ASAP-0014761,Train,9.69,1.028977705208778,9.961319999999999,8.1396,1.0398628565386083,0.9609271889948667,openadmet_polaris,2025
112,"CN1CC[C@H](NC(=O)C2=CC=CC(B(O)O)=C2)[C@H]1C1=CC=C(Cl)C=C1 |&1:4,17|",21.0,ASAP-0014724,Train,21.0,1.3424226808222062,21.588,17.64,1.3538777790648415,1.2704459080179626,openadmet_polaris,2025
113,CN(C(=O)C1=CC=C2COB(O)C2=C1)[C@H]1CCN(C2CC2)C1 |&1:14|,16.0,ASAP-0014734,Train,16.0,1.2304489213782739,16.448,13.44,1.2417456525706438,1.1595671932336202,openadmet_polaris,2025
114,"O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1 |&1:12,&2:19|",9.0,ASAP-0014739,Train,9.0,1.0,9.252,7.56,1.0108085975122065,0.9324737646771531,openadmet_polaris,2025
115,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1 |&1:12|,7.0,ASAP-0014731,Train,7.0,0.9030899869919435,7.196,5.88,0.9136019497291574,0.8375884382355113,openadmet_polaris,2025
116,CN(C)C[C@H]1C[C@H](NC(=O)C2=CC=C3COB(O)C3=C2)C1,5.0,ASAP-0014809,Train,5.0,0.7781512503836436,5.140000000000001,4.2,0.7881683711411677,0.7160033436347992,openadmet_polaris,2025
117,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",19.0,ASAP-0014613,Train,19.0,1.3010299956639813,19.532,15.959999999999999,1.3124312555887252,1.229425847920695,openadmet_polaris,2025
118,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=C(Cl)N=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",70.0,ASAP-0014544,Train,70.0,1.8512583487190752,71.96000000000001,58.8,1.8630848253203598,1.7767011839884108,openadmet_polaris,2025
119,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",39.0,ASAP-0013892,Train,39.0,1.6020599913279623,40.092,32.76,1.613757279442105,1.5284024379536174,openadmet_polaris,2025
120,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",237.0,ASAP-0013898,Train,237.0,2.376576957056512,243.636,199.07999999999998,2.3885203670539803,2.301203678722446,openadmet_polaris,2025
121,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,34|",108.0,ASAP-0013925,Train,108.0,2.037426497940624,111.024,90.72,2.049311075803824,1.9624640460579013,openadmet_polaris,2025
122,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |o1:10|,1330.0,ASAP-0013827,Train,1330.0,3.124178055474675,1367.24,1117.2,3.136162282715738,3.048519487922654,openadmet_polaris,2025
123,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=C(C)N=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",17.0,ASAP-0013814,Train,17.0,1.255272505103306,17.476,14.28,1.2666079535745092,1.1841233542396712,openadmet_polaris,2025
124,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |o1:10|,67.0,ASAP-0013824,Train,67.0,1.8325089127062364,68.876,56.28,1.8443280361556502,1.7580030092997991,openadmet_polaris,2025
125,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,500.0,ASAP-0013833,Train,500.0,2.699837725867246,514.0,420.0,2.711807229041191,2.6242820958356683,openadmet_polaris,2025
126,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,108.0,ASAP-0013837,Train,108.0,2.037426497940624,111.024,90.72,2.049311075803824,1.9624640460579013,openadmet_polaris,2025
127,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,297.0,ASAP-0013747,Train,297.0,2.4742162640762553,305.31600000000003,249.48,2.486169682181137,2.398773054608859,openadmet_polaris,2025
128,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,92.0,ASAP-0013744,Train,92.0,1.968482948553935,94.57600000000001,77.28,1.9803488506848916,1.8936508169859636,openadmet_polaris,2025
129,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(Cl)=CC=C2C1=O |a:7,22|",83.0,ASAP-0013717,Train,83.0,1.9242792860618816,85.324,69.72,1.9361315560687276,1.8495422520050167,openadmet_polaris,2025
130,COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,180.0,ASAP-0013646,Train,180.0,2.2576785748691846,185.04,151.2,2.269606330839479,2.182414652434554,openadmet_polaris,2025
131,"CC1=NOC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=C1 |a:8,23|",80.0,ASAP-0013722,Train,80.0,1.9084850188786497,82.24000000000001,67.2,1.9203320715395893,1.833784374656479,openadmet_polaris,2025
132,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=NN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",58.0,ASAP-0013721,Train,58.0,1.7708520116421442,59.624,48.72,1.782644587930918,1.6965311199696071,openadmet_polaris,2025
133,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",195.0,ASAP-0013720,Train,195.0,2.292256071356476,200.46,163.79999999999998,2.3041888296148434,2.216957207361097,openadmet_polaris,2025
134,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC#N)C(=O)C1=CC=C(F)C=C12 |a:1,16|",85.0,ASAP-0013719,Train,85.0,1.9344984512435677,87.38,71.39999999999999,1.9463539972262744,1.8597385661971468,openadmet_polaris,2025
135,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2N=CN=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",44.0,ASAP-0013718,Train,44.0,1.6532125137753437,45.232,36.96,1.6649426814583266,1.5793262037552551,openadmet_polaris,2025
136,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=C(C)S2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",26.0,ASAP-0013716,Train,26.0,1.4313637641589874,26.728,21.84,1.4429185453698419,1.3586960995738104,openadmet_polaris,2025
137,CCN1N=CC=C1CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,256.0,ASAP-0013398,Train,256.0,2.4099331233312946,263.168,215.04,2.421880208187216,2.334534168609156,openadmet_polaris,2025
138,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1C)C(=O)C1=CC=C(F)C=C12,131.0,ASAP-0013413,Train,131.0,2.12057393120585,134.668,110.03999999999999,2.13247742273502,2.04547945311078,openadmet_polaris,2025
139,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=N1)C(=O)C1=CC=C(F)C=C12,11.0,ASAP-0013412,Train,11.0,1.0791812460476249,11.308,9.24,1.0901874875754207,1.0102999566398119,openadmet_polaris,2025
140,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CC=N2)C2=CC(Cl)=CC=C2C1=O,51.0,ASAP-0013405,Train,51.0,1.7160033436347992,52.428000000000004,42.839999999999996,1.7277689173006154,1.6418705454763127,openadmet_polaris,2025
141,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,3.0,ASAP-0013407,Train,3.0,0.6020599913279624,3.084,2.52,0.6110857334148726,0.5465426634781311,openadmet_polaris,2025
142,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=COC=N1)C(=O)C1=CC=C(F)C=C12,85.0,ASAP-0013414,Train,85.0,1.9344984512435677,87.38,71.39999999999999,1.9463539972262744,1.8597385661971468,openadmet_polaris,2025
143,CC1=CN=C(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)C=N1,137.0,ASAP-0013423,Train,137.0,2.1398790864012365,140.836,115.08,2.151786474972846,2.0647573994296793,openadmet_polaris,2025
144,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(F)=CC=C2C1=O,33.0,ASAP-0013303,Train,33.0,1.5314789170422551,33.924,27.72,1.5431239795478644,1.4581844355702627,openadmet_polaris,2025
145,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)N(C)C)C2=CC(Cl)=CC=C2C1=O,194.0,ASAP-0013302,Train,194.0,2.290034611362518,199.43200000000002,162.96,2.3019670600792614,2.214737909644464,openadmet_polaris,2025
146,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,29.0,ASAP-0013311,Train,29.0,1.4771212547196624,29.812,24.36,1.4887198891891653,1.404149249209695,openadmet_polaris,2025
147,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,26.0,ASAP-0013308,Train,26.0,1.4313637641589874,26.728,21.84,1.4429185453698419,1.3586960995738104,openadmet_polaris,2025
148,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,82.0,ASAP-0013306,Train,82.0,1.919078092376074,84.296,68.88,1.9309286651808888,1.8443528963108933,openadmet_polaris,2025
149,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:9|,126.0,ASAP-0013313,Train,126.0,2.103803720955957,129.528,105.83999999999999,2.1157036836370007,2.028733879349335,openadmet_polaris,2025
150,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,77.0,ASAP-0013310,Train,77.0,1.8920946026904804,79.156,64.67999999999999,1.9039360366011169,1.8174331441113842,openadmet_polaris,2025
151,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,53.0,ASAP-0013309,Train,53.0,1.7323937598229686,54.484,44.519999999999996,1.7441677630592691,1.6582022533870147,openadmet_polaris,2025
152,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,241.0,ASAP-0013307,Train,241.0,2.383815365980431,247.74800000000002,202.44,2.3957595975887958,2.3084363471676523,openadmet_polaris,2025
153,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NNC=N1)C(=O)C1=CC=C(F)C=C12,2.0,ASAP-0013305,Train,2.0,0.47712125471966244,2.056,1.68,0.48515334990365233,0.4281347940287888,openadmet_polaris,2025
154,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC(O)=NC=N1)C(=O)C1=CC=C(F)C=C12,2.0,ASAP-0013304,Train,2.0,0.47712125471966244,2.056,1.68,0.48515334990365233,0.4281347940287888,openadmet_polaris,2025
155,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NC=N2)C2=CC(Cl)=CC=C2C1=O,44.0,ASAP-0013300,Train,44.0,1.6532125137753437,45.232,36.96,1.6649426814583266,1.5793262037552551,openadmet_polaris,2025
156,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CC=N2)C2=CC(Cl)=CC=C2C1=O,66.0,ASAP-0013301,Train,66.0,1.8260748027008264,67.848,55.44,1.8378913287384804,1.7515870050823101,openadmet_polaris,2025
157,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:9|,57.0,ASAP-0013312,Train,57.0,1.7634279935629373,58.596000000000004,47.879999999999995,1.7752171114814315,1.6891311972344978,openadmet_polaris,2025
158,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |o1:3|,52.0,ASAP-0013256,Train,52.0,1.724275869600789,53.456,43.68,1.7360457375965421,1.6501131644435714,openadmet_polaris,2025
159,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1)C(=O)C1=CC=C(F)C=C12,90.0,ASAP-0013274,Train,90.0,1.9590413923210936,92.52,75.6,1.9709044981537838,1.8842287696326039,openadmet_polaris,2025
160,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1)C(=O)C1=CC=C(F)C=C12,44.0,ASAP-0013273,Train,44.0,1.6532125137753437,45.232,36.96,1.6649426814583266,1.5793262037552551,openadmet_polaris,2025
161,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,1620.0,ASAP-0013249,Train,1620.0,3.209783014848515,1665.3600000000001,1360.8,3.2217688320790474,3.1341133298423243,openadmet_polaris,2025
162,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,378.0,ASAP-0013265,Train,378.0,2.578639209968072,388.584,317.52,2.590601112337999,2.5031367070542174,openadmet_polaris,2025
163,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN(C)N=C2)C2=CC(Cl)=CC=C2C1=O,66.0,ASAP-0013266,Train,66.0,1.8260748027008264,67.848,55.44,1.8378913287384804,1.7515870050823101,openadmet_polaris,2025
164,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=NNN=N2)C2=CC(Cl)=CC=C2C1=O,10.0,ASAP-0013268,Train,10.0,1.0413926851582251,10.280000000000001,8.4,1.0523090996473234,0.9731278535996987,openadmet_polaris,2025
