activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
18235546,CHEMBL4099335,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)cc2OC)c1,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,266.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235547,CHEMBL4083186,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)cc2OC2COC2)c1,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,150.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235548,CHEMBL4071697,CCOc1cc(=O)n(C)cc1-c1cc(S(=O)(=O)CC)ccc1Oc1ccc(F)cc1F,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,200.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235549,CHEMBL4063083,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCc1ccccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,333.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235550,CHEMBL4090068,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1ccccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,866.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235551,CHEMBL4073279,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,2333.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235552,CHEMBL4094644,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCCc1cc(Cl)ccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,4666.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235553,CHEMBL4075567,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,883.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235658,CHEMBL4099010,CCS(=O)(=O)Nc1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,700.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235659,CHEMBL4075757,CCS(=O)(=O)c1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,266.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235660,CHEMBL4075776,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,1033.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235661,CHEMBL4068431,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(F)cc(F)c1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,250.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235662,CHEMBL4077124,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ncc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,158.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235663,CHEMBL4089651,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,1666.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18235738,CHEMBL4068991,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCc1ccccc1O2,smiles_found,CHEMBL613580,Liver,CHEMBL4051113,CHEMBL4049425,2017,CL,=,900.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | liver | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528454,CHEMBL4212062,Cn1cc2c3c(c[nH]c3c1=O)CN(CC1CC1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,300.0,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528456,CHEMBL4208136,Cn1cc2c3c(c[nH]c3c1=O)CN(C1CCC(F)(F)CC1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,266.67,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528457,CHEMBL4212498,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccc(F)cc1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,1400.0,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528458,CHEMBL4217457,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccc(F)cc1F)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,533.33,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528459,CHEMBL4208129,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccccn1)c1ccc(CS(C)(=O)=O)cc1-2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,233.33,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528460,CHEMBL4215988,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccc(F)cc1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,316.67,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18528461,CHEMBL4213481,Cn1cc2c3c(c[nH]c(=O)c31)-c1cc(CS(C)(=O)=O)ccc1N(c1ccccn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4194888,CHEMBL4190379,2018,CL,=,140.0,mL.min-1.kg-1,,,A,Intrinsic unbound clearance in mouse liver microsomes,intrinsic unbound clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18588337,CHEMBL1468284,c1csc(-c2nnc(COc3ccc4c(c3)OCO4)o2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4223929,CHEMBL4219239,2018,CL,=,332.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 100 uM preincubated for 3 mins followed by beta-NADPH addition measured up to 90 mins by HPLC/MS method,unbound intrinsic clearance in mouse liver microsomes at 100 um preincubated for 3 mins followed by beta-nadph addition measured up to 90 mins by hplc/ms method | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18588338,CHEMBL4226964,c1coc(-c2nnc(SCc3cccc4ccccc34)o2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4223929,CHEMBL4219239,2018,CL,=,1680.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 100 uM preincubated for 3 mins followed by beta-NADPH addition measured up to 90 mins by HPLC/MS method,unbound intrinsic clearance in mouse liver microsomes at 100 um preincubated for 3 mins followed by beta-nadph addition measured up to 90 mins by hplc/ms method | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18588339,CHEMBL4227847,CC1CCc2ccccc2N1Cc1nc(-c2ccsc2)no1,smiles_found,CHEMBL612558,ADMET,CHEMBL4223929,CHEMBL4219239,2018,CL,=,1910.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 100 uM preincubated for 3 mins followed by beta-NADPH addition measured up to 90 mins by HPLC/MS method,unbound intrinsic clearance in mouse liver microsomes at 100 um preincubated for 3 mins followed by beta-nadph addition measured up to 90 mins by hplc/ms method | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18588340,CHEMBL4229060,CN(Cc1nnc(-c2ccco2)o1)Cc1c(F)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4223929,CHEMBL4219239,2018,CL,=,1350.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 100 uM preincubated for 3 mins followed by beta-NADPH addition measured up to 90 mins by HPLC/MS method,unbound intrinsic clearance in mouse liver microsomes at 100 um preincubated for 3 mins followed by beta-nadph addition measured up to 90 mins by hplc/ms method | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18588341,CHEMBL1542244,c1csc(-c2nnc(Cc3cccc4ccccc34)o2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4223929,CHEMBL4219239,2018,CL,=,3310.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 100 uM preincubated for 3 mins followed by beta-NADPH addition measured up to 90 mins by HPLC/MS method,unbound intrinsic clearance in mouse liver microsomes at 100 um preincubated for 3 mins followed by beta-nadph addition measured up to 90 mins by hplc/ms method | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18974126,CHEMBL3421729,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337846,CHEMBL4334497,2019,CL,=,1150.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18974129,CHEMBL3421836,C[C@H]1c2cccc(CC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337846,CHEMBL4334497,2019,CL,=,779.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
18974133,CHEMBL3421730,C[C@H]1c2cccc(C(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4337846,CHEMBL4334497,2019,CL,=,965.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
22935495,CHEMBL501701,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,2243.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935497,CHEMBL4212068,N=C(N)NC(=O)c1nc(-c2cncnc2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,27.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935499,CHEMBL4217043,COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N2CCCCCC2)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,106.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935500,CHEMBL4450426,N=C(N)NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,17.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935501,CHEMBL4203024,N=C(N)NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,1020.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935502,CHEMBL4450051,N=C(N)NC(=O)c1nc(-c2ccco2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,245.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935503,CHEMBL4208241,N=C(N)NC(=O)c1nc(-c2ccco2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,687.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935504,CHEMBL4473654,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,167.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935505,CHEMBL4213248,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,888.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935506,CHEMBL4546029,N=C(N)NC(=O)c1nc(-c2cc3ccccc3s2)c(N)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,417.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
22935507,CHEMBL4208316,N=C(N)NC(=O)c1nc(-c2cc3ccccc3s2)c(N2CCCCCC2)nc1N,smiles_found,CHEMBL612558,ADMET,CHEMBL4739465,CHEMBL4732263,2021,CL,=,1283.0,mL.min-1.g-1,,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH,unbound intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
23163134,CHEMBL4858336,Cc1cc(C(C)NC(=O)c2[nH]cc(Cc3ccc(C(F)(F)F)nc3)c2C)no1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812695,CHEMBL4811258,2021,CL,=,111000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in mouse liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
23163135,CHEMBL4850116,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812695,CHEMBL4811258,2021,CL,=,52000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in mouse liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
23163136,CHEMBL4850393,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812695,CHEMBL4811258,2021,CL,=,75000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in mouse liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
23163137,CHEMBL4848632,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812695,CHEMBL4811258,2021,CL,=,17000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in mouse liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
23163138,CHEMBL4876457,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4812695,CHEMBL4811258,2021,CL,=,47000.0,mL.min-1.g-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes at 1 uM measured up to 4 hrs by LC-MS analysis,unbound intrinsic clearance in mouse liver microsomes at 1 um measured up to 4 hrs by lc-ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_unbound
24413224,CHEMBL5071275,COc1cc(OC)c(NC(=O)Cc2cn(C)c3ccccc23)cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,4050.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413230,CHEMBL5091304,CCOc1cc2[nH]c(Cc3nn(CC(=O)N4CCOCC4)c(=O)c4ccccc34)nc2cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,816.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
