activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
24413232,CHEMBL5076737,O=C(O)Cn1nc(Cc2nc3cc(Cl)c(OCC4CC4)cc3[nH]2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,146.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413235,CHEMBL5080142,CCn1nc(CC(=O)Nc2ccc(OC(F)(F)F)c(Cl)c2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,81.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413236,CHEMBL5086993,O=C(Cc1nn(C2CCNC2)c(=O)c2ccccc12)Nc1ccc(OC(F)(F)F)c(Cl)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,16250.0,mL.min-1.kg-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413237,CHEMBL5074979,O=C(Cc1nn(C2CC2)c(=O)c2ccccc12)Nc1ccc(OC(F)(F)F)c(Cl)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,2300.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413238,CHEMBL5087855,O=C(Cc1nn(CC(=O)N2CCOCC2)c(=O)c2ccccc12)Nc1ccc(OC(F)(F)F)c(Cl)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,11933.33,mL.min-1.kg-1,Outside typical range,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413239,CHEMBL5088730,CCOc1cc2cn(Cc3nn(CC(=O)O)c(=O)c4ccccc34)nc2cc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,106.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
24413243,CHEMBL5076031,CC(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5046712,CHEMBL5046225,2021,CL,=,80.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670141,CHEMBL4747331,COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,8720.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670142,CHEMBL5419048,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1350.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670143,CHEMBL5405844,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1C(C)=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,2681.67,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670144,CHEMBL5397628,C=CC(=O)N1[C@@H](c2ccccc2)c2[nH]c3ccccc3c2C[C@@H]1C(=O)OC,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,905.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670145,CHEMBL5431639,CC(C)OC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,5810.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670146,CHEMBL5438031,CN(C)C(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1455.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670147,CHEMBL5435373,O=C([C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1C(=O)CCl)N1CCCC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1641.67,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670148,CHEMBL5397119,Cc1noc([C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccccc3)N2C(=O)CCl)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,910.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670149,CHEMBL5430483,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(OC)cc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,2050.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670150,CHEMBL5423278,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(OC(F)(F)F)cc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,3548.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670151,CHEMBL5440808,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(C(F)(F)F)cc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,2961.67,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670152,CHEMBL5401442,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(C(F)(F)F)nc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1061.67,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670153,CHEMBL5396945,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2F)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1173.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670154,CHEMBL5429721,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2Cl)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1988.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670155,CHEMBL5440171,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2C(F)(F)F)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,2961.67,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670156,CHEMBL5428657,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(S(C)(=O)=O)cc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,1213.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670157,CHEMBL5402363,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2cccc(S(C)(=O)=O)c2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,563.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670158,CHEMBL5417581,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(S(C)(=O)=O)nc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,235.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670159,CHEMBL5433972,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(S(C)(=O)=O)cn2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,348.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670160,CHEMBL5435429,Cc1noc([C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc(S(C)(=O)=O)cc3)N2C(=O)CCl)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,243.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670161,CHEMBL5415018,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](Cc2ccccc2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,4725.0,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25670162,CHEMBL5408816,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](C2CCOCC2)N1C(=O)CCl,smiles_found,CHEMBL612558,ADMET,CHEMBL5376061,CHEMBL5375942,2023,CL,=,353.33,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance,metabolic stability in mouse liver microsomes assessed as unbound intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867797,CHEMBL5566261,CCc1cc(C#N)cc(F)c1N(C)c1cc(NC(=O)C2CC2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,2183.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867798,CHEMBL5542289,CCc1cc(C#N)cc(F)c1N(C)c1cc(NC(=O)NC)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,2850.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867799,CHEMBL5532560,CCc1cc(C#N)cc(F)c1N(C)c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,6083.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867800,CHEMBL5561045,Cn1cnc2c(Nc3cc(N)ncn3)cc(N(C)[C@H]3CC[C@H](C#N)CC3)nc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,2766.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867801,CHEMBL5532555,CN(c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1)C1CCOC2(CCC2)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,3150.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867802,CHEMBL5560865,CN(c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1)C(C1CC1)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,4166.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867803,CHEMBL5565916,Cn1cnc2c(Nc3cc(N)ncn3)cc(NC(C3CC3)C(F)(F)F)nc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,433.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867804,CHEMBL5561750,Cn1cnc2c(Nc3cc(N)ncn3)cc(OC(C3CC3)C(F)(F)F)nc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,2683.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867805,CHEMBL5559212,CCc1cc(C#N)ncc1N(C)c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,1083.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867806,CHEMBL5561057,Cc1cc(C#N)ncc1N(C)c1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,583.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867807,CHEMBL5542745,Cc1cc(C#N)ncc1Nc1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,233.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867808,CHEMBL5532617,Cc1cc(C#N)ncc1Oc1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,68.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867809,CHEMBL5566087,Cc1cc(S(C)(=O)=O)nc(F)c1Oc1cc(Nc2cc(N)ncn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,113.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867810,CHEMBL5532333,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(C(=O)N(C)C)cc2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,116.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867811,CHEMBL5558764,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(C(=O)N(C)C)cn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,131.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867812,CHEMBL5562518,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,141.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867813,CHEMBL5517734,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(C(=O)N3CCN(C)CC3)cn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,183.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867814,CHEMBL5557846,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(C(=O)N3C[C@@H]4CCN(C)[C@@H]4C3)cn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,883.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867815,CHEMBL5565307,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(N3CCOCC3)cn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,148.33,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867816,CHEMBL5558196,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(N3CCOCC3)nn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,140.0,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
25867818,CHEMBL5559338,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(N3C[C@@H](C)N(C)[C@@H](C)C3)nn2)c2ncn(C)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5511798,CHEMBL5506063,2024,CL,=,366.67,mL.min-1.kg-1,,,A,Unbound intrinsic clearance in mouse liver microsomes,unbound intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
26018663,CHEMBL5584184,C[S@@](=N)(=O)c1ccc(N2CC[C@H](O)C2)c(-c2cc3ccccc3[nH]2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5579421,CHEMBL5576149,2024,CL,=,30.0,mL.min-1.kg-1,,,A,Unbound clearance in mouse liver microsomes at 0.5 uM incubated upto 45 mins,unbound clearance in mouse liver microsomes at 0.5 um incubated upto 45 mins | | admet | cl | ml.min-1.kg-1,chembl_mlm_unbound
